11/11/2019 16:44
Longitud de onda (nm)	10mm Absorbance
//WLCalib: Shift 	0,23667	
//WLCalib: 261S 	-0,08000	
//WLCalib: 362S 	-0,58000	
//WLCalib: 484S 	-0,47000	
//WLCalib: 529S 	-0,65000	
//WLCalib: 823S 	-0,29000	
//QSpecEnd: 
190,0	1,612
190,5	1,665
191,0	1,709
191,5	1,753
192,0	1,785
192,5	1,797
193,0	1,808
193,5	1,819
194,0	1,833
194,5	1,852
195,0	1,874
195,5	1,898
196,0	1,922
196,5	1,950
197,0	1,951
197,5	1,952
198,0	1,941
198,5	1,929
199,0	1,917
199,5	1,910
200,0	1,910
200,5	1,917
201,0	1,931
201,5	1,952
202,0	1,978
202,5	2,007
203,0	2,027
203,5	2,052
204,0	2,076
204,5	2,096
205,0	2,113
205,5	2,126
206,0	2,136
206,5	2,144
207,0	2,149
207,5	2,153
208,0	2,156
208,5	2,158
209,0	2,159
209,5	2,158
210,0	2,155
210,5	2,151
211,0	2,148
211,5	2,146
212,0	2,143
212,5	2,139
213,0	2,132
213,5	2,140
214,0	2,136
214,5	2,111
215,0	2,095
215,5	2,089
216,0	2,092
216,5	2,106
217,0	2,129
217,5	2,159
218,0	2,203
218,5	2,251
219,0	2,263
219,5	2,275
220,0	2,300
220,5	2,329
221,0	2,359
221,5	2,393
222,0	2,426
222,5	2,474
223,0	2,527
223,5	2,538
224,0	2,521
224,5	2,479
225,0	2,408
225,5	2,309
226,0	2,191
226,5	2,067
227,0	1,951
227,5	1,866
228,0	1,791
228,5	1,718
229,0	1,658
229,5	1,608
230,0	1,563
230,5	1,522
231,0	1,483
231,5	1,449
232,0	1,415
232,5	1,385
233,0	1,357
233,5	1,331
234,0	1,310
234,5	1,287
235,0	1,267
235,5	1,250
236,0	1,234
236,5	1,221
237,0	1,205
237,5	1,192
238,0	1,179
238,5	1,167
239,0	1,155
239,5	1,140
240,0	1,128
240,5	1,117
241,0	1,105
241,5	1,094
242,0	1,080
242,5	1,067
243,0	1,051
243,5	1,034
244,0	1,014
244,5	0,991
245,0	0,966
245,5	0,940
246,0	0,914
246,5	0,888
247,0	0,862
247,5	0,838
248,0	0,813
248,5	0,789
249,0	0,765
249,5	0,739
250,0	0,713
250,5	0,688
251,0	0,664
251,5	0,641
252,0	0,622
252,5	0,603
253,0	0,587
253,5	0,573
254,0	0,559
254,5	0,545
255,0	0,532
255,5	0,520
256,0	0,509
256,5	0,499
257,0	0,490
257,5	0,482
258,0	0,474
258,5	0,467
259,0	0,461
259,5	0,454
260,0	0,448
260,5	0,443
261,0	0,439
261,5	0,434
