19/06/2019 14:37
Longitud de onda (nm)	10mm Absorbance
//WLCalib: Shift 	0,23667	
//WLCalib: 261S 	-0,08000	
//WLCalib: 362S 	-0,58000	
//WLCalib: 484S 	-0,83000	
//WLCalib: 529S 	-0,65000	
//WLCalib: 823S 	-0,29000	
//QSpecEnd: 
190,0	0,170
190,5	0,199
191,0	0,223
191,5	0,245
192,0	0,261
192,5	0,278
193,0	0,288
193,5	0,297
194,0	0,302
194,5	0,302
195,0	0,301
195,5	0,300
196,0	0,300
196,5	0,296
197,0	0,294
197,5	0,290
198,0	0,287
198,5	0,281
199,0	0,274
199,5	0,264
200,0	0,255
200,5	0,242
201,0	0,232
201,5	0,220
202,0	0,210
202,5	0,202
203,0	0,195
203,5	0,189
204,0	0,183
204,5	0,178
205,0	0,173
205,5	0,168
206,0	0,164
206,5	0,158
207,0	0,154
207,5	0,149
208,0	0,146
208,5	0,143
209,0	0,138
209,5	0,135
210,0	0,131
210,5	0,126
211,0	0,122
211,5	0,117
212,0	0,115
212,5	0,112
213,0	0,110
213,5	0,107
214,0	0,105
214,5	0,103
215,0	0,101
215,5	0,098
216,0	0,095
216,5	0,092
217,0	0,090
217,5	0,087
218,0	0,085
218,5	0,082
219,0	0,080
219,5	0,078
220,0	0,076
220,5	0,074
221,0	0,071
221,5	0,069
222,0	0,067
222,5	0,065
223,0	0,063
223,5	0,061
224,0	0,060
224,5	0,059
225,0	0,057
225,5	0,055
226,0	0,053
226,5	0,051
227,0	0,050
227,5	0,049
228,0	0,048
228,5	0,048
229,0	0,048
229,5	0,047
230,0	0,046
230,5	0,046
231,0	0,044
231,5	0,044
232,0	0,043
232,5	0,042
233,0	0,042
233,5	0,041
234,0	0,041
234,5	0,041
235,0	0,041
235,5	0,041
236,0	0,041
236,5	0,041
237,0	0,041
237,5	0,040
238,0	0,040
238,5	0,040
239,0	0,040
239,5	0,040
240,0	0,040
240,5	0,040
241,0	0,040
241,5	0,040
242,0	0,041
242,5	0,041
243,0	0,041
243,5	0,041
244,0	0,040
244,5	0,040
245,0	0,040
245,5	0,040
246,0	0,040
246,5	0,041
247,0	0,041
247,5	0,041
248,0	0,042
248,5	0,042
249,0	0,041
249,5	0,041
250,0	0,040
250,5	0,040
251,0	0,040
251,5	0,040
252,0	0,040
252,5	0,041
253,0	0,041
253,5	0,041
254,0	0,040
254,5	0,040
255,0	0,040
255,5	0,040
256,0	0,040
256,5	0,041
257,0	0,041
257,5	0,041
258,0	0,041
258,5	0,041
259,0	0,041
259,5	0,042
260,0	0,042
260,5	0,043
261,0	0,043
261,5	0,043
